2,13.97,32.44
4,14.12,32.5
6,13.97,32.56
8,14.41,32.63
10,14.71,32.69
12,14.26,32.75
14,14.12,32.81
16,13.97,32.88
18,13.82,32.94
20,13.97,33
22,13.68,33.06
24,13.82,33.13
26,13.97,33.13
28,13.97,33.19
30,13.82,33.19
32,13.97,33.25
34,14.12,33.25
36,14.71,33.31
38,14.85,33.38
40,15.29,33.44
42,15.29,33.5
44,15.59,33.56
46,15.59,33.63
48,15.74,33.69
50,15.74,33.81
52,16.18,33.88
54,16.03,33.94
56,16.32,34
58,16.62,34.13
60,16.62,34.19
62,16.91,34.25
64,16.76,34.31
66,17.21,34.44
68,17.06,34.5
70,17.06,34.56
72,17.06,34.63
74,16.91,34.69
76,17.06,34.75
78,17.06,34.88
80,17.06,34.94
82,16.91,35
84,17.06,35.06
86,17.21,35.13
88,17.21,35.19
90,16.91,35.25
92,17.21,35.31
94,17.35,35.38
96,17.21,35.44
98,17.35,35.5
100,17.5,35.63
102,17.5,35.63
104,17.65,35.75
106,17.65,35.81
108,17.65,35.81
110,17.79,35.94
112,17.79,35.94
114,17.5,36
116,17.65,36.06
118,17.79,36.13
120,17.65,36.19
122,17.79,36.25
124,17.65,36.31
126,17.79,36.31
128,17.35,36.38
130,17.5,36.44
132,17.5,36.5
134,17.35,36.56
136,17.35,36.56
138,17.35,36.63
140,17.35,36.69
142,17.5,36.69
144,17.5,36.75
146,17.35,36.75
148,17.65,36.81
150,17.35,36.88
152,16.91,36.88
154,17.5,36.94
156,17.79,36.94
158,17.5,37
160,17.5,37
162,17.5,37.06
164,17.5,37.06
166,17.79,37.13
168,17.65,37.13
170,17.35,37.19
172,17.5,37.19
174,17.35,37.19
176,17.35,37.25
178,17.21,37.25
180,17.35,37.31
182,17.21,37.31
184,17.21,37.31
186,17.35,37.38
188,17.06,37.38
190,17.21,37.38
192,17.21,37.44
194,17.06,37.44
196,17.21,37.44
198,17.06,37.44
200,17.06,37.5
202,17.21,37.5
204,17.35,37.5
206,17.06,37.56
208,17.21,37.56
210,17.5,37.56
212,17.35,37.56
214,17.21,37.63
216,17.21,37.63
218,17.35,37.63
220,17.35,37.63
222,17.35,37.69
224,17.5,37.69
226,17.35,37.69
228,17.06,37.75
230,17.5,37.75
232,17.35,37.75
234,17.21,37.75
236,17.35,37.75
238,17.21,37.75
240,17.21,37.81
242,17.21,37.81
244,17.06,37.81
246,17.21,37.81
248,17.06,37.81
250,17.35,37.88
252,17.35,37.88
254,17.21,37.88
256,17.06,37.88
258,17.21,37.88
260,17.21,37.94
262,17.21,37.94
264,17.21,37.94
266,17.35,37.94
268,17.21,37.94
270,17.21,37.94
272,16.47,38
274,16.91,38
276,16.76,38
278,17.35,38.06
280,17.21,38.06
282,17.21,38.13
284,16.91,38.19
286,17.21,38.19
288,17.21,38.25
290,17.35,38.31
292,16.91,38.31
294,16.76,38.38
296,16.62,38.44
298,17.06,38.44
300,16.76,38.5
302,16.91,38.56
304,16.91,38.56
306,17.06,38.63
308,17.06,38.63
310,16.91,38.69
312,17.21,38.69
314,16.91,38.75
316,17.06,38.75
318,17.21,38.81
320,17.21,38.81
322,17.35,38.88
324,17.5,38.88
326,17.5,38.94
328,17.5,38.94
330,17.5,39
332,17.35,39.06
334,17.65,39.06
336,17.21,39.13
338,17.35,39.13
340,17.21,39.13
342,16.91,39.19
344,17.06,39.19
346,16.76,39.25
348,16.62,39.25
350,16.76,39.31
352,16.91,39.31
354,16.76,39.31
356,16.62,39.38
358,16.32,39.38
360,16.76,39.38
362,16.76,39.44
364,16.91,39.44
366,16.76,39.5
368,17.06,39.5
370,16.76,39.5
372,16.76,39.56
374,16.91,39.56
376,16.91,39.56
378,17.06,39.63
380,17.21,39.63
382,17.35,39.63
384,16.91,39.69
386,17.35,39.69
388,17.65,39.69
390,16.91,39.75
392,16.62,39.75
394,17.35,39.75
396,16.91,39.81
398,17.06,39.81
400,17.21,39.88
402,16.91,39.88
404,17.35,39.94
406,16.76,39.94
408,16.76,40
410,16.76,40
412,17.06,40
414,16.62,40.06
416,16.76,40.06
418,16.76,40.13
420,16.62,40.13
422,16.62,40.13
424,16.62,40.13
426,16.62,40.19
428,16.62,40.19
430,16.62,40.19
432,17.35,40.19
434,16.91,40.19
436,17.5,40.19
438,17.5,40.25
440,17.5,40.25
442,17.79,40.25
444,17.5,40.25
446,17.35,40.31
448,16.91,40.31
450,16.76,40.31
452,17.06,40.31
454,16.76,40.31
456,17.06,40.38
458,16.76,40.38
460,16.76,40.38
462,16.91,40.38
464,16.91,40.38
466,16.91,40.38
468,16.91,40.38
470,17.06,40.38
472,16.91,40.44
474,16.76,40.44
476,17.21,40.44
478,17.21,40.44
480,17.35,40.44
482,16.91,40.44
484,17.21,40.44
486,16.91,40.5
488,17.06,40.5
490,16.91,40.5
492,16.62,40.5
494,16.76,40.5
496,16.76,40.5
498,16.62,40.5
500,16.62,40.5
502,16.76,40.56
504,16.62,40.56
506,16.91,40.56
508,17.06,40.56
510,17.21,40.56
512,17.06,40.56
514,16.91,40.56
516,17.21,40.56
518,17.06,40.63
520,16.62,40.56
522,16.91,40.63
524,17.06,40.63
526,16.91,40.63
528,17.06,40.63
530,16.91,40.63
532,16.91,40.63
534,17.06,40.63
536,17.35,40.63
538,16.76,40.63
540,16.91,40.69
542,16.91,40.69
544,16.91,40.69
546,16.62,40.69
548,16.91,40.69
550,16.91,40.69
552,17.21,40.69
554,16.91,40.69
556,16.91,40.69
558,17.06,40.69
560,17.06,40.69
562,16.91,40.69
564,16.91,40.75
566,17.06,40.75
568,16.91,40.75
570,16.91,40.75
572,17.06,40.75
574,17.06,40.75
576,16.91,40.75
578,16.91,40.75
580,17.06,40.75
582,17.06,40.75
584,17.06,40.75
586,16.91,40.75
588,17.06,40.75
590,16.91,40.81
592,17.06,40.75
594,17.06,40.81
596,17.06,40.81
598,16.91,40.81
600,16.91,40.81
602,17.06,40.81
604,16.91,40.81
606,16.91,40.81
608,17.06,40.81
610,16.91,40.81
612,16.91,40.81
614,17.06,40.81
616,16.47,40.81
618,16.76,40.88
620,16.91,40.88
622,17.06,40.88
624,16.76,40.88
626,16.91,40.94
628,16.91,40.94
630,17.06,40.94
632,16.76,40.94
634,16.76,41
636,15,41.06
638,15.59,41.06
640,15.74,41.13
642,15.74,41.25
644,15.74,41.31
646,15.74,41.38
648,15.88,41.44
650,15.88,41.56
652,15.74,41.63
654,15.88,41.69
656,16.47,41.75
658,17.94,41.75
660,16.91,41.81
662,16.91,41.81
664,17.06,41.81
666,16.76,41.81
668,16.62,41.81
670,16.76,41.81
672,16.62,41.81
674,16.91,41.75
676,16.91,41.75
678,16.91,41.75
680,16.76,41.75
682,17.06,41.69
684,17.21,41.69
686,17.35,41.69
688,17.35,41.69
690,17.21,41.69
692,17.06,41.63
694,17.21,41.63
696,17.21,41.63
698,17.35,41.63
700,17.06,41.56
702,17.06,41.56
704,17.21,41.56
706,17.06,41.56
708,17.06,41.56
710,17.06,41.56
712,17.06,41.5
714,17.06,41.5
716,17.21,41.5
718,17.06,41.5
720,17.06,41.5
722,17.06,41.44
724,17.35,41.44
726,17.21,41.44
728,17.21,41.44
730,17.21,41.44
732,17.21,41.38
734,17.21,41.38
736,17.06,41.38
738,17.06,41.38
740,17.06,41.38
742,16.91,41.38
744,16.91,41.31
746,16.91,41.31
748,16.76,41.31
750,16.91,41.31
752,16.91,41.31
754,16.91,41.31
756,17.06,41.31
758,16.91,41.25
760,16.91,41.25
762,17.06,41.25
764,16.91,41.25
766,16.76,41.25
768,16.91,41.25
770,16.91,41.25
772,16.76,41.25
774,16.76,41.19
776,16.91,41.19
778,17.5,41.19
780,17.79,41.13
782,17.21,41.06
